date_run,ticker,last_close,n_points,start,end,category,trend_label,trend_score,ma_slope,rsi,prob_up,mean_auc,final_score,final_label,confidence
2025-12-12,RELIANCE.NS,1556.5,1916,2018-01-01,,India (Blue-chip),NEUTRAL,0.0,-0.004231,62.79,0.0041,0.5404,-0.5951,DOWN,0.2025
2025-12-12,RELIANCE.NS,1556.5,1916,2018-01-01,,India (Blue-chip),NEUTRAL,0.0,-0.004231,62.79,0.0041,0.5404,-0.5951,DOWN,0.2025
2025-12-12,RELIANCE.NS,1556.5,1916,2018-01-01,,India (Blue-chip),NEUTRAL,0.0,-0.004231,62.79,0.0041,0.5404,-0.5951,DOWN,0.2025
2025-12-12,TCS.NS,3220.5,1916,2018-01-01,,India (Blue-chip),UP,0.8,0.011039,63.44,0.0313,0.5141,-0.2425,NEUTRAL,0.3788
2025-12-12,TCS.NS,3220.5,1916,2018-01-01,,India (Blue-chip),UP,0.8,0.011039,63.44,0.0313,0.5141,-0.2425,NEUTRAL,0.3788
2025-12-12,TCS.NS,3220.5,1916,2018-01-01,,India (Blue-chip),UP,0.8,0.011039,63.44,0.0313,0.5141,-0.2425,NEUTRAL,0.3788
2025-12-12,ICICIBANK.NS,1366.0,1916,2018-01-01,,India (Blue-chip),NEUTRAL,0.0,-0.002012,46.3,0.0208,0.5591,-0.575,DOWN,0.2125
